# Weather station Philadelphia (airport), USA, WMO_ID=72408,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72408&lang=en
#
"Local time in Philadelfia (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.05.2019 07:00";"11.1";"763.1";"764.6";"";"93";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Mist. ";"";"";"11.1";"28.3";"";"";"100-200";"";"";"6.0";"10.0";"";"";"";"";"";"";
"03.05.2019 01:00";"12.2";"763.9";"765.5";"";"93";"Wind blowing from the east";"5";"";"";"100%.";"Mist. ";"";"";"11.7";"25.0";"";"";"100-200";"";"";"8.0";"11.1";"";"";"";"";"";"";
"02.05.2019 19:00";"24.4";"761.8";"763.6";"";"67";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"28.3";"";"";"1500-2000";"";"";"16.0";"17.8";"";"";"";"";"";"";
"02.05.2019 13:00";"24.4";"762.6";"764.2";"";"60";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"24.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.1";"";"";"";"";"";"";
"02.05.2019 07:00";"13.3";"764.2";"765.7";"";"93";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"11.7";"";"";"";"50-100";"";"";"2.4";"12.2";"";"";"";"";"";"";
"02.05.2019 01:00";"12.2";"764.2";"765.7";"";"93";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"11.7";"12.8";"";"";"50-100";"";"";"3.2";"11.1";"";"";"";"";"";"";
"01.05.2019 19:00";"12.8";"766.4";"767.9";"";"90";"Wind blowing from the north-east";"4";"";"";"100%.";"Mist. ";"";"";"11.7";"16.1";"";"";"100-200";"";"";"8.0";"11.1";"";"";"";"";"";"";
"01.05.2019 13:00";"15.6";"769.2";"770.8";"";"70";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"12.8";"15.6";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"01.05.2019 07:00";"12.8";"770.8";"772.4";"";"74";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"11.7";"24.4";"";"";"1000-1500";"";"";"16.0";"8.3";"";"";"";"";"";"";
"01.05.2019 01:00";"12.8";"769.9";"771.4";"";"77";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"12.2";"22.2";"";"";"300-600";"";"";"16.0";"8.9";"Trace of precipitation";"6";"";"";"";"";
"30.04.2019 19:00";"22.2";"766.7";"768.3";"";"46";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"24.4";"";"";"1500-2000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"30.04.2019 13:00";"21.7";"765.1";"766.7";"";"53";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"22.2";"";"";"1000-1500";"";"";"16.0";"11.7";"";"";"";"";"";"";
"30.04.2019 07:00";"12.2";"765.4";"767.0";"";"93";"Wind blowing from the south";"2";"";"";"100%.";"Mist. ";"";"";"10.0";"17.8";"";"";"100-200";"";"";"8.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"30.04.2019 01:00";"10.0";"765.1";"766.6";"";"96";"Wind blowing from the south-east";"3";"";"";"100%.";"Mist. ";"";"";"5.0";"13.3";"";"";"100-200";"";"";"6.0";"9.4";"1.0";"6";"";"";"";"";
"29.04.2019 19:00";"13.3";"766.9";"768.4";"";"57";"Wind blowing from the south-southeast";"7";"10";"";"100%.";" ";"";"";"5.0";"17.8";"";"";"1000-1500";"";"";"16.0";"5.0";"";"";"";"";"";"";
"29.04.2019 13:00";"16.1";"769.7";"771.3";"";"34";"";"2";"";"";"70 – 80%.";" ";"";"";"8.3";"16.1";"";"";"2000-2500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"29.04.2019 07:00";"8.3";"770.8";"772.4";"";"50";"Wind blowing from the north-east";"4";"";"";"50%.";" ";"";"";"5.0";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"29.04.2019 01:00";"7.8";"768.7";"770.4";"";"56";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"7.2";"14.4";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"28.04.2019 19:00";"11.1";"764.6";"766.1";"";"66";"Wind blowing from the north-northwest";"7";"";"";"50%.";" ";"";"";"11.1";"20.0";"";"";"1000-1500";"";"";"16.0";"5.0";"Trace of precipitation";"6";"";"";"";"";
"28.04.2019 13:00";"18.3";"757.3";"758.8";"";"47";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"18.9";"";"";"1500-2000";"";"";"16.0";"6.7";"Trace of precipitation";"6";"";"";"";"";
"28.04.2019 07:00";"12.8";"758.3";"759.9";"";"49";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"12.2";"20.0";"";"";"2000-2500";"";"";"16.0";"2.2";"";"";"";"";"";"";
"28.04.2019 01:00";"14.4";"759.1";"760.6";"";"44";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"10.0";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"27.04.2019 19:00";"17.8";"755.2";"756.7";"";"27";"Wind blowing from the west";"8";"12";"";"50%.";" ";"";"";"10.0";"20.0";"";"";"1500-2000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"27.04.2019 13:00";"18.9";"750.7";"752.3";"";"23";"Wind blowing from the west";"11";"17";"";"20–30%.";" ";"";"";"11.7";"18.9";"";"";"2000-2500";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"27.04.2019 07:00";"11.7";"751.2";"752.8";"";"41";"Wind blowing from the west";"9";"14";"";"20–30%.";" ";"";"";"10.0";"21.7";"";"";"1000-1500";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"27.04.2019 01:00";"12.8";"748.2";"749.7";"";"55";"Wind blowing from the west";"6";"13";"";"100%.";" ";"";"";"11.7";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.9";"0.3";"6";"";"";"";"";
"26.04.2019 19:00";"16.1";"744.4";"746.0";"";"90";"Wind blowing from the west-southwest";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.7";"21.7";"";"";"200-300";"";"";"14.0";"14.4";"10.0";"6";"";"";"";"";
"26.04.2019 13:00";"17.2";"747.1";"748.6";"";"90";"Wind blowing from the south-southeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.3";"18.3";"";"";"300-600";"";"";"16.0";"15.6";"6.0";"6";"";"";"";"";
"26.04.2019 07:00";"13.3";"752.5";"754.2";"";"93";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"11.7";"19.4";"";"";"100-200";"";"";"16.0";"12.2";"4.0";"6";"";"";"";"";
"26.04.2019 01:00";"13.9";"756.1";"757.6";"";"72";"Wind blowing from the east-northeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"12.8";"17.2";"";"";"1000-1500";"";"";"16.0";"8.9";"Trace of precipitation";"6";"";"";"";"";
"25.04.2019 19:00";"17.2";"757.8";"759.4";"";"58";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"12.8";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"Trace of precipitation";"6";"";"";"";"";
"25.04.2019 13:00";"18.9";"758.3";"760.0";"";"50";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.3";"19.4";"";"";"2000-2500";"";"";"16.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"25.04.2019 07:00";"13.3";"759.6";"761.2";"";"62";"Wind blowing from the east";"5";"";"";"70 – 80%.";" ";"";"";"12.8";"22.8";"";"";"2000-2500";"";"";"16.0";"6.1";"Trace of precipitation";"6";"";"";"";"";
"25.04.2019 01:00";"15.6";"757.8";"759.3";"";"47";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"15.6";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"24.04.2019 19:00";"21.1";"756.3";"757.9";"";"28";"Wind blowing from the west-northwest";"5";"";"";"70 – 80%.";" ";"";"";"16.1";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"24.04.2019 13:00";"21.1";"755.5";"757.1";"";"31";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"17.2";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"24.04.2019 07:00";"17.8";"755.2";"756.9";"";"48";"Wind blowing from the west";"8";"";"";"50%.";" ";"";"";"16.1";"26.1";"";"";"1000-1500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"24.04.2019 01:00";"18.3";"754.0";"755.7";"";"63";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";" ";"";"";"12.2";"23.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"23.04.2019 19:00";"23.3";"756.1";"757.7";"";"40";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";" ";"";"";"12.2";"26.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"23.04.2019 13:00";"25.6";"758.5";"760.0";"";"30";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"15.6";"25.6";"";"";"2000-2500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"23.04.2019 07:00";"15.6";"761.4";"763.0";"";"58";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"12.2";"20.6";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"23.04.2019 01:00";"15.6";"761.1";"762.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.3";"18.9";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"22.04.2019 19:00";"18.9";"760.9";"762.4";"";"52";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"13.3";"20.6";"";"";"1500-2000";"";"";"16.0";"8.9";"0.3";"6";"";"";"";"";
"22.04.2019 13:00";"19.4";"761.1";"762.7";"";"53";"Wind blowing from the north-northwest";"8";"10";"";"70 – 80%.";" ";"";"";"14.4";"20.0";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"22.04.2019 07:00";"14.4";"762.4";"763.9";"";"75";"Wind blowing from the north";"6";"";"";"70 – 80%.";" ";"";"";"13.3";"21.1";"";"";"1000-1500";"";"";"16.0";"10.0";"";"";"";"";"";"";
"22.04.2019 01:00";"14.4";"761.8";"763.4";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.7";"18.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"21.04.2019 19:00";"18.9";"760.9";"762.5";"";"42";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"21.1";"";"";"2000-2500";"";"";"16.0";"5.6";"";"";"";"";"";"";
"21.04.2019 13:00";"20.0";"760.1";"761.7";"";"38";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"13.3";"20.0";"";"";"1500-2000";"";"";"16.0";"5.0";"";"";"";"";"";"";
"21.04.2019 07:00";"13.3";"758.5";"760.2";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"11.7";"22.2";"";"";"1500-2000";"";"";"16.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"21.04.2019 01:00";"13.3";"756.3";"757.9";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"12.8";"20.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"20.04.2019 19:00";"17.2";"754.8";"756.4";"";"65";"Wind blowing from the south-southeast";"6";"";"";"70 – 80%.";" ";"";"";"17.2";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"20.04.2019 13:00";"21.7";"752.5";"754.0";"";"71";"Wind blowing from the south";"6";"10";"";"70 – 80%.";" ";"";"";"18.9";"21.7";"";"";"300-600";"";"";"16.0";"16.1";"1.0";"6";"";"";"";"";
"20.04.2019 07:00";"20.0";"751.2";"752.8";"";"87";"Wind blowing from the south";"9";"13";"";"100%.";" ";"";"";"18.3";"";"";"";"200-300";"";"";"16.0";"17.8";"13.0";"6";"";"";"";"";
"20.04.2019 01:00";"18.9";"752.2";"753.8";"";"90";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"18.3";"20.6";"";"";"300-600";"";"";"16.0";"17.2";"11.0";"6";"";"";"";"";
"19.04.2019 19:00";"20.6";"752.8";"754.3";"";"87";"Wind blowing from the south";"6";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"18.3";"25.6";"";"";"300-600";"";"";"12.0";"18.3";"Trace of precipitation";"6";"";"";"";"";
"19.04.2019 13:00";"25.0";"754.8";"756.2";"";"60";"Wind blowing from the south";"7";"";"";"70 – 80%.";" ";"";"";"19.4";"25.6";"";"";"600-1000";"";"";"16.0";"16.7";"Trace of precipitation";"6";"";"";"";"";
"19.04.2019 07:00";"18.9";"755.2";"757.0";"";"78";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"18.3";"27.2";"";"";"600-1000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"19.04.2019 01:00";"18.9";"756.1";"757.6";"";"73";"Wind blowing from the south";"7";"";"";"70 – 80%.";" ";"";"";"11.1";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.9";"";"";"";"";"";"";
"18.04.2019 19:00";"22.8";"756.5";"758.2";"";"55";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"11.1";"27.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"18.04.2019 13:00";"23.9";"759.3";"760.8";"";"52";"Wind blowing from the south";"6";"";"";"70 – 80%.";" ";"";"";"12.8";"24.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"18.04.2019 07:00";"13.9";"762.4";"763.9";"";"74";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"10.6";"17.2";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"18.04.2019 01:00";"11.1";"764.2";"765.8";"";"69";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"10.6";"12.8";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"17.04.2019 19:00";"12.8";"764.4";"766.0";"";"42";"Wind blowing from the east-southeast";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"17.2";"";"";"1000-1500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"17.04.2019 13:00";"15.0";"764.2";"765.8";"";"48";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"12.2";"16.1";"";"";"2000-2500";"";"";"16.0";"3.9";"";"";"";"";"";"";
"17.04.2019 07:00";"12.2";"763.9";"765.5";"";"59";"Wind blowing from the east-northeast";"4";"";"";"70 – 80%.";" ";"";"";"10.6";"19.4";"";"";"2000-2500";"";"";"16.0";"4.4";"";"";"";"";"";"";
"17.04.2019 01:00";"12.2";"761.6";"763.2";"";"53";"Wind blowing from the north-east";"4";"";"";"100%.";" ";"";"";"6.1";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"16.04.2019 19:00";"17.8";"760.9";"762.5";"";"27";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"6.1";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"16.04.2019 13:00";"17.2";"761.8";"763.3";"";"20";"Wind blowing from the west-northwest";"8";"13";"";"20–30%.";" ";"";"";"8.3";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"16.04.2019 07:00";"8.3";"763.9";"765.4";"";"50";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"6.1";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"16.04.2019 01:00";"6.7";"760.3";"761.8";"";"51";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"6.7";"21.7";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"15.04.2019 19:00";"11.1";"755.2";"756.7";"";"41";"Wind blowing from the west-northwest";"9";"17";"";"70 – 80%.";" ";"";"";"11.1";"18.9";"";"";"1500-2000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"15.04.2019 13:00";"12.8";"749.7";"751.4";"";"40";"Wind blowing from the west";"14";"18";"";"70 – 80%.";" ";"";"";"12.8";"21.7";"";"";"1500-2000";"";"";"16.0";"-0.6";"Trace of precipitation";"6";"";"";"";"";
"15.04.2019 07:00";"16.1";"745.1";"746.7";"";"90";"Wind blowing from the south-southwest";"3";"";"";"70 – 80%.";" ";"";"";"15.6";"23.3";"";"";"1000-1500";"";"";"16.0";"14.4";"12.0";"6";"";"";"";"";
"15.04.2019 01:00";"21.1";"745.4";"747.0";"";"82";"Wind blowing from the south";"9";"12";"";"70 – 80%.";" ";"";"";"15.0";"21.1";"";"";"1500-2000";"";"";"16.0";"17.8";"0.3";"6";"";"";"";"";
"14.04.2019 19:00";"21.1";"750.7";"752.2";"";"84";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"15.0";"23.3";"";"";"600-1000";"";"";"16.0";"18.3";"Trace of precipitation";"6";"";"";"";"";
"14.04.2019 13:00";"21.1";"755.8";"757.3";"";"79";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"15.6";"21.7";"";"";"300-600";"";"";"16.0";"17.2";"";"";"";"";"";"";
"14.04.2019 07:00";"15.6";"759.3";"760.9";"";"96";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"";"";"15.0";"24.4";"";"";"50-100";"";"";"1.2";"15.0";"";"";"";"";"";"";
"14.04.2019 01:00";"17.2";"759.8";"761.5";"";"90";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"16.1";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"";"";"";"";"";"";
"13.04.2019 19:00";"21.7";"760.9";"762.4";"";"63";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"16.1";"24.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"13.04.2019 13:00";"22.8";"761.8";"763.3";"";"59";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"16.1";"22.8";"";"";"600-1000";"";"";"16.0";"14.4";"";"";"";"";"";"";
"13.04.2019 07:00";"16.1";"762.4";"764.0";"";"97";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"16.1";"";"";"";"200-300";"";"";"16.0";"15.6";"1.0";"6";"";"";"";"";
"13.04.2019 01:00";"17.2";"762.1";"763.8";"";"84";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"8.9";"17.2";"";"";"600-1000";"";"";"16.0";"14.4";"5.0";"6";"";"";"";"";
"12.04.2019 19:00";"17.2";"763.1";"764.7";"";"84";"Wind blowing from the south";"7";"9";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"8.9";"23.9";"";"";"1000-1500";"";"";"8.0";"14.4";"1.0";"6";"";"";"";"";
"12.04.2019 13:00";"23.9";"763.9";"765.4";"";"48";"Wind blowing from the south";"8";"";"";"70 – 80%.";" ";"";"";"11.1";"23.9";"";"";"1000-1500";"";"";"16.0";"12.2";"";"";"";"";"";"";
"12.04.2019 07:00";"10.6";"766.2";"767.8";"";"71";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"8.3";"14.4";"";"";"1500-2000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"12.04.2019 01:00";"8.9";"766.4";"768.1";"";"52";"Wind blowing from the east-northeast";"5";"";"";"100%.";" ";"";"";"6.1";"11.1";"";"";"300-600";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"11.04.2019 19:00";"11.1";"766.4";"768.0";"";"53";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"6.1";"14.4";"";"";"1000-1500";"";"";"16.0";"1.7";"";"";"";"";"";"";
"11.04.2019 13:00";"13.3";"765.9";"767.5";"";"39";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"6.7";"13.3";"";"";"1500-2000";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"11.04.2019 07:00";"6.7";"766.2";"767.8";"";"49";"Wind blowing from the east-northeast";"5";"";"";"70 – 80%.";" ";"";"";"6.1";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"11.04.2019 01:00";"7.8";"763.1";"764.8";"";"46";"Wind blowing from the north-east";"5";"";"";"50%.";" ";"";"";"7.8";"15.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"10.04.2019 19:00";"15.0";"758.3";"759.8";"";"33";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"10.6";"17.8";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"10.04.2019 13:00";"15.6";"756.3";"757.9";"";"32";"Wind blowing from the west-northwest";"7";"11";"";"70 – 80%.";" ";"";"";"12.2";"17.2";"";"";"2000-2500";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"10.04.2019 07:00";"12.2";"756.3";"757.9";"";"42";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"10.6";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"10.04.2019 01:00";"13.3";"754.0";"755.7";"";"33";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"12.8";"20.0";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"09.04.2019 19:00";"17.2";"749.7";"751.2";"";"78";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"12.8";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"0.5";"6";"";"";"";"";
"09.04.2019 13:00";"21.7";"749.9";"751.6";"";"55";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"13.3";"21.7";"";"";"1000-1500";"";"";"16.0";"12.2";"";"";"";"";"";"";
"09.04.2019 07:00";"13.3";"752.8";"754.2";"";"81";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"12.8";"27.8";"";"";"1500-2000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"09.04.2019 01:00";"18.9";"753.5";"754.9";"";"73";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"12.2";"25.6";"";"";"2000-2500";"";"";"16.0";"13.9";"Trace of precipitation";"6";"";"";"";"";
"08.04.2019 19:00";"25.6";"753.5";"755.2";"";"43";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"12.2";"27.8";"";"";"1500-2000";"";"";"16.0";"12.2";"";"";"";"";"";"";
"08.04.2019 13:00";"25.0";"754.8";"756.3";"";"50";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"13.9";"25.6";"";"";"1500-2000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"08.04.2019 07:00";"13.9";"757.8";"759.5";"";"90";"Wind blowing from the south-southwest";"3";"";"";"50%.";" ";"";"";"12.2";"21.7";"";"";"1500-2000";"";"";"16.0";"12.2";"3.0";"6";"";"";"";"";
"08.04.2019 01:00";"13.9";"761.1";"762.6";"";"74";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.8";"16.7";"";"";"1000-1500";"";"";"16.0";"9.4";"1.0";"6";"";"";"";"";
"07.04.2019 19:00";"16.7";"763.1";"764.7";"";"54";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"7.8";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"07.04.2019 13:00";"21.1";"764.9";"766.5";"";"42";"Wind blowing from the south";"5";"";"";"70 – 80%.";" ";"";"";"10.6";"21.1";"";"";"1500-2000";"";"";"16.0";"7.8";"";"";"";"";"";"";
"07.04.2019 07:00";"10.6";"767.2";"768.9";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"7.8";"19.4";"";"";"2500 or more, or no clouds.";"";"";"11.0";"8.9";"";"";"";"";"";"";
"07.04.2019 01:00";"10.0";"766.4";"768.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.6";"17.8";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"06.04.2019 19:00";"17.8";"764.6";"766.3";"";"48";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"5.6";"19.4";"";"";"2000-2500";"";"";"16.0";"6.7";"";"";"";"";"";"";
"06.04.2019 13:00";"15.6";"765.4";"766.9";"";"56";"";"2";"";"";"20–30%.";" ";"";"";"5.6";"16.1";"";"";"1500-2000";"";"";"16.0";"6.7";"";"";"";"";"";"";
"06.04.2019 07:00";"6.1";"766.2";"767.7";"";"93";"Wind blowing from the north";"2";"";"";"100%.";"Mist. ";"";"";"5.0";"";"";"";"100-200";"";"";"8.0";"5.0";"";"";"";"";"";"";
"06.04.2019 01:00";"6.1";"765.4";"767.1";"";"93";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Mist. ";"";"";"5.0";"10.6";"";"";"100-200";"";"";"9.0";"5.0";"2.0";"6";"";"";"";"";
"05.04.2019 19:00";"5.6";"767.5";"769.0";"";"85";"Wind blowing from the north-east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.6";"8.9";"";"";"300-600";"";"";"16.0";"3.3";"1.0";"6";"";"";"";"";
"05.04.2019 13:00";"8.3";"769.9";"771.7";"";"54";"Wind blowing from the east-northeast";"7";"";"";"100%.";" ";"";"";"5.6";"10.6";"";"";"1000-1500";"";"";"16.0";"-0.6";"Trace of precipitation";"6";"";"";"";"";
